Brand,AgeOfCar,OdoMeterReading,FuelType,NoOfOwners,Broker,Direct Owner,Trustmark Broker,Manual,Automatic,Price
3,11,-0.1761578359249598,1,0.0,1.0,0.0,0.0,0.0,1.0,1.238738738738739
9,7,-0.8150045881531057,4,0.0,1.0,0.0,0.0,0.0,1.0,6.970720720720721
25,10,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,2.150900900900901
6,13,0.7243813012988068,4,0.0,0.0,1.0,0.0,0.0,1.0,1.6891891891891895
9,9,0.33843595677433547,1,0.0,0.0,1.0,0.0,0.0,1.0,5.630630630630631
9,5,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
24,6,-1.0981383811778638,4,0.0,0.0,1.0,0.0,1.0,0.0,9.90990990990991
3,11,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
25,6,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,18,0.2955531407160608,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0135135135135136
25,7,-0.6049859965077058,1,0.0,1.0,0.0,0.0,0.0,1.0,4.054054054054054
27,9,0.08113906042468783,1,0.0,0.0,1.0,0.0,1.0,0.0,3.434684684684685
23,4,-1.0981383811778638,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
10,6,-0.6693102205951177,4,0.0,0.0,1.0,0.0,0.0,1.0,6.193693693693694
17,10,-0.1332750198666852,1,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
25,7,-0.6049859965077058,1,0.0,1.0,0.0,0.0,0.0,1.0,4.11036036036036
18,7,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
18,11,1.153209461881553,1,4.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
6,9,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,2.702702702702703
3,7,-0.7765172607408042,4,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
18,5,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,7.545045045045046
23,10,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
17,10,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
10,11,-0.1332750198666852,4,2.0,0.0,1.0,0.0,0.0,1.0,1.9144144144144146
8,5,-0.9610420182395598,1,0.0,1.0,0.0,0.0,0.0,1.0,10.472972972972974
8,16,2.225279863338418,4,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
3,11,-0.5192203643911566,1,0.0,1.0,0.0,0.0,1.0,0.0,5.292792792792794
18,7,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
9,5,-0.6693102205951177,1,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
10,11,0.016814836337275922,0,2.0,1.0,0.0,0.0,0.0,1.0,1.8581081081081083
9,8,-0.6049859965077058,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
18,4,-1.3125524614692368,4,0.0,0.0,1.0,0.0,0.0,1.0,4.054054054054054
18,13,0.03825624436641322,0,2.0,0.0,1.0,0.0,0.0,1.0,1.4076576576576578
19,7,0.238733409438847,1,0.0,1.0,0.0,0.0,1.0,0.0,61.711711711711715
9,7,-0.905165708915628,1,0.0,1.0,0.0,0.0,0.0,1.0,13.84009009009009
10,11,0.9387953815901798,1,2.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
5,8,-0.5621031804494312,4,2.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
24,12,-0.1332750198666852,1,2.0,0.0,1.0,0.0,0.0,1.0,2.871621621621622
18,4,-1.0766969731487264,4,0.0,0.0,1.0,0.0,0.0,1.0,7.6576576576576585
3,10,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
23,10,-1.398318093585786,1,2.0,1.0,0.0,0.0,0.0,1.0,4.842342342342342
25,13,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
1,9,-0.08531059010550504,4,0.0,1.0,0.0,0.0,1.0,0.0,20.60810810810811
25,11,0.2955531407160608,1,4.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
18,5,-0.8194000767990788,4,0.0,1.0,0.0,0.0,0.0,1.0,3.265765765765766
18,8,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,5.630630630630631
9,15,0.18834610057037432,4,2.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
18,9,0.08113906042468783,4,4.0,0.0,1.0,0.0,0.0,1.0,2.1396396396396398
2,4,-0.7765172607408042,1,0.0,1.0,0.0,0.0,1.0,0.0,55.518018018018026
18,18,-0.9909313410321773,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
18,13,0.08113906042468783,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0810698198198199
5,6,-1.0981383811778638,4,2.0,1.0,0.0,0.0,0.0,1.0,2.1396396396396398
25,4,-0.905165708915628,1,0.0,0.0,1.0,0.0,0.0,1.0,13.851351351351353
18,3,-1.2696696454109622,0,0.0,0.0,1.0,0.0,0.0,1.0,5.349099099099099
10,19,-0.1761578359249598,4,0.0,0.0,1.0,0.0,0.0,1.0,0.6756756756756757
25,13,3.9405925056694024,1,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,11,-0.7121930366533923,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
27,6,-1.128177793826685,4,0.0,1.0,0.0,0.0,1.0,0.0,9.065315315315315
25,9,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,0.3941441441441441
10,4,-0.6693102205951177,1,2.0,0.0,1.0,0.0,0.0,1.0,7.995495495495495
18,24,-0.3476891001580582,4,4.0,0.0,1.0,0.0,0.0,1.0,0.28153153153153154
9,5,-0.8837243008864907,1,0.0,1.0,0.0,0.0,0.0,1.0,8.558558558558559
5,7,-0.6693102205951177,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,14,-0.2833648760706463,4,0.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
18,14,-0.1332750198666852,3,2.0,0.0,1.0,0.0,0.0,1.0,1.5202702702702704
23,4,-1.2053454213235502,4,0.0,0.0,1.0,0.0,0.0,1.0,3.9977477477477477
18,13,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,1.801801801801802
18,7,-0.96948993300304,4,0.0,1.0,0.0,0.0,0.0,1.0,4.673412162162163
25,14,1.153209461881553,1,4.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
27,7,0.9387953815901798,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
9,5,-1.000129705076677,1,0.0,1.0,0.0,0.0,0.0,1.0,8.671171171171173
18,25,-0.5621031804494312,4,1.0,0.0,1.0,0.0,0.0,1.0,0.22522522522522523
17,10,0.8744711575027679,1,0.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
24,11,-0.3048062840997836,1,0.0,1.0,0.0,0.0,0.0,1.0,4.11036036036036
17,13,2.654108023921164,1,1.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
1,10,-0.3691305081871955,1,0.0,1.0,0.0,0.0,1.0,0.0,31.306306306306308
18,18,0.08113906042468783,4,2.0,0.0,1.0,0.0,0.0,1.0,0.5067567567567568
18,8,-0.3476891001580582,4,2.0,0.0,1.0,0.0,0.0,1.0,3.941441441441442
6,15,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,2.6013400900900905
18,4,-1.3125524614692368,4,0.0,0.0,1.0,0.0,0.0,1.0,2.4774774774774775
9,6,-0.6478688125659804,1,0.0,1.0,0.0,0.0,0.0,1.0,7.9391891891891895
21,10,-1.1245113130537026,1,0.0,0.0,1.0,0.0,0.0,1.0,2.1396396396396398
10,8,-0.23319198128246502,4,0.0,0.0,0.0,1.0,0.0,1.0,8.333333333333334
18,8,-0.1332750198666852,1,2.0,0.0,1.0,0.0,0.0,1.0,5.292792792792794
9,20,2.1180728231927315,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
18,11,0.5099672210074339,4,2.0,0.0,1.0,0.0,0.0,1.0,3.9189189189189193
3,15,-0.6693102205951177,4,2.0,0.0,1.0,0.0,0.0,1.0,0.6193693693693694
9,8,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,5.123873873873874
21,11,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
18,12,0.7243813012988068,4,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
6,7,-0.6693102205951177,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
9,13,-0.1332750198666852,4,2.0,1.0,0.0,0.0,0.0,1.0,2.9842342342342345
17,4,-1.3125524614692368,1,0.0,0.0,1.0,0.0,1.0,0.0,30.18018018018018
25,11,0.17333711494997822,1,0.0,1.0,0.0,0.0,0.0,1.0,2.9842342342342345
18,15,-0.3476891001580582,4,2.0,0.0,1.0,0.0,0.0,1.0,0.6756756756756757
17,10,-0.5194776612875063,1,0.0,1.0,0.0,0.0,0.0,1.0,8.22072072072072
25,12,-0.09039220380841058,4,2.0,0.0,1.0,0.0,0.0,1.0,0.6756756756756757
18,23,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,0.731981981981982
26,10,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,8.502252252252253
18,12,-0.3476891001580582,1,2.0,0.0,1.0,0.0,0.0,1.0,2.9842342342342345
9,13,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
10,7,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,4.617117117117117
24,12,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
10,7,-0.1332750198666852,1,0.0,0.0,1.0,0.0,0.0,1.0,6.756756756756757
8,10,0.12402187648296242,1,0.0,0.0,1.0,0.0,0.0,1.0,4.560810810810811
10,6,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
26,9,1.946541558959633,1,2.0,0.0,1.0,0.0,0.0,1.0,5.5180067567567574
5,6,-1.0981383811778638,4,2.0,1.0,0.0,0.0,0.0,1.0,2.1396396396396398
18,11,0.9387953815901798,4,2.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
10,12,0.3225049906086864,1,0.0,1.0,0.0,0.0,0.0,1.0,3.3896396396396398
10,10,-0.3048062840997836,1,0.0,1.0,0.0,0.0,0.0,1.0,2.927927927927928
22,21,0.7243813012988068,4,4.0,0.0,1.0,0.0,0.0,1.0,0.16891891891891894
24,14,0.7243813012988068,1,2.0,0.0,1.0,0.0,1.0,0.0,3.772522522522523
25,13,0.23279413941477595,4,2.0,0.0,1.0,0.0,0.0,1.0,1.0135135135135136
18,16,1.153209461881553,4,4.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
10,11,-0.35146278797118635,4,0.0,1.0,0.0,0.0,0.0,1.0,2.3648536036036036
10,8,-0.23319198128246502,4,0.0,0.0,0.0,1.0,0.0,1.0,8.333333333333334
10,14,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
26,11,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,10.472972972972974
18,9,0.7243813012988068,1,2.0,0.0,1.0,0.0,0.0,1.0,4.054054054054054
17,15,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,1.4076576576576578
27,11,0.33843595677433547,1,2.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
18,12,0.5099672210074339,4,0.0,0.0,1.0,0.0,0.0,1.0,1.2950450450450453
9,8,0.08113906042468783,4,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
9,8,-0.1761578359249598,4,0.0,1.0,0.0,0.0,1.0,0.0,9.346846846846848
17,7,-0.96948993300304,4,0.0,0.0,1.0,0.0,0.0,1.0,4.504504504504505
17,16,3.5117643450866565,1,2.0,0.0,1.0,0.0,0.0,1.0,1.8581081081081083
18,15,0.5099672210074339,4,2.0,0.0,1.0,0.0,0.0,1.0,0.5630630630630631
1,10,0.42420158889088466,1,0.0,1.0,0.0,0.0,1.0,0.0,17.56756756756757
17,13,2.7613150640668507,1,2.0,0.0,1.0,0.0,1.0,0.0,4.054054054054054
25,10,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
18,9,-0.6693102205951177,4,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
25,12,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,1.1824324324324327
10,6,-0.9932898959153823,4,0.0,1.0,0.0,0.0,1.0,0.0,5.968468468468469
18,4,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
25,4,-0.5621031804494312,1,0.0,0.0,1.0,0.0,0.0,1.0,12.162162162162163
10,10,-0.476337548332882,4,0.0,1.0,0.0,0.0,0.0,1.0,3.6599099099099104
17,11,-0.2705000312531639,1,0.0,1.0,0.0,0.0,0.0,1.0,7.781531531531533
25,12,0.7243813012988068,1,2.0,0.0,1.0,0.0,0.0,1.0,1.632882882882883
25,11,0.2955531407160608,1,2.0,0.0,1.0,0.0,0.0,1.0,4.2792792792792795
10,6,-1.1944103032286901,4,0.0,1.0,0.0,0.0,1.0,0.0,5.630630630630631
18,23,-0.5621031804494312,4,4.0,0.0,1.0,0.0,0.0,1.0,0.4504504504504504
18,5,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
17,11,0.48852581297829656,1,2.0,0.0,1.0,0.0,0.0,1.0,2.702702702702703
19,5,-1.2053454213235502,1,0.0,1.0,0.0,0.0,1.0,0.0,42.56756756756757
18,16,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,1.2950450450450453
18,6,-0.04750938775013598,1,0.0,1.0,0.0,0.0,0.0,1.0,9.684684684684685
10,9,-0.1332750198666852,4,1.0,0.0,1.0,0.0,0.0,1.0,2.3648536036036036
17,6,0.08113906042468783,1,0.0,0.0,1.0,0.0,0.0,1.0,7.376126126126127
23,7,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
25,11,-0.02606797972099868,1,0.0,1.0,0.0,0.0,0.0,1.0,3.7162162162162167
10,5,-0.3048062840997836,1,0.0,0.0,1.0,0.0,0.0,1.0,8.783783783783784
10,7,-0.2919414392823012,1,0.0,0.0,1.0,0.0,0.0,1.0,5.79954954954955
18,14,0.3096830286072623,4,0.0,1.0,0.0,0.0,0.0,1.0,2.5900900900900905
18,8,-0.7280596785949539,4,0.0,1.0,0.0,0.0,0.0,1.0,4.166666666666667
17,19,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,1.6891891891891895
18,8,-0.4548961403037447,4,0.0,0.0,1.0,0.0,0.0,1.0,2.2184684684684686
18,12,-0.7121930366533923,4,0.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
27,12,0.660057077211395,1,4.0,0.0,1.0,0.0,0.0,1.0,2.702702702702703
9,8,0.20978750859951162,1,0.0,0.0,1.0,0.0,0.0,1.0,4.842342342342342
27,12,0.08113906042468783,4,4.0,0.0,1.0,0.0,1.0,0.0,3.1531531531531534
10,9,-0.02606797972099868,4,0.0,1.0,0.0,0.0,0.0,1.0,2.3648536036036036
27,11,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
28,9,1.367623542172926,1,0.0,0.0,1.0,0.0,1.0,0.0,22.2972972972973
8,13,0.08113906042468783,4,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
25,10,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,0.5855855855855856
27,11,-0.3691305081871955,4,0.0,1.0,0.0,0.0,0.0,1.0,2.826576576576577
18,6,-0.9909313410321773,1,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
18,4,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,6.306306306306307
10,8,0.9387953815901798,3,0.0,0.0,1.0,0.0,0.0,1.0,2.4774774774774775
26,11,1.5230737503841714,1,2.0,0.0,1.0,0.0,0.0,1.0,3.6599099099099104
17,5,-0.7765172607408042,1,2.0,0.0,1.0,0.0,0.0,1.0,9.346846846846848
10,22,-0.3476891001580582,4,4.0,0.0,1.0,0.0,0.0,1.0,0.36036036036036034
17,10,0.7243813012988068,1,1.0,0.0,1.0,0.0,0.0,1.0,2.2522522522522523
26,18,0.7243813012988068,4,1.0,0.0,1.0,0.0,0.0,1.0,1.7454954954954958
18,12,0.7243813012988068,4,2.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
10,3,-1.2053454213235502,1,0.0,0.0,1.0,0.0,0.0,1.0,11.5990990990991
6,13,0.7243813012988068,4,1.0,0.0,1.0,0.0,0.0,1.0,1.632882882882883
25,13,1.3247407261146513,4,0.0,0.0,1.0,0.0,0.0,1.0,0.8671171171171171
18,20,0.7243813012988068,4,2.0,0.0,1.0,0.0,0.0,1.0,0.4504504504504504
18,17,0.5099672210074339,4,0.0,0.0,1.0,0.0,0.0,1.0,0.7882882882882883
9,14,0.08113906042468783,4,4.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
18,13,-0.04750938775013598,4,0.0,1.0,0.0,0.0,0.0,1.0,1.7454954954954958
18,8,-0.1332750198666852,1,0.0,0.0,1.0,0.0,0.0,1.0,3.3783783783783785
26,14,6.084733308583132,1,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
17,9,0.7243813012988068,1,2.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
8,8,1.4748305823186123,1,2.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
9,5,-0.9480485249739027,4,0.0,1.0,0.0,0.0,1.0,0.0,13.56981981981982
18,12,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
18,6,-0.5621031804494312,1,0.0,0.0,1.0,0.0,0.0,1.0,11.036036036036037
18,4,-1.0981383811778638,4,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
26,7,1.9894243750179077,1,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
26,8,-0.26938507803564876,1,0.0,1.0,0.0,0.0,0.0,1.0,9.358108108108109
25,10,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
27,11,-0.24048206001237168,1,2.0,0.0,1.0,0.0,0.0,1.0,2.7590090090090094
10,6,-0.9266071169447653,4,0.0,0.0,1.0,0.0,0.0,1.0,7.094594594594595
25,7,-0.1332750198666852,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
9,9,-0.20744085023947112,1,0.0,1.0,0.0,0.0,0.0,1.0,4.391880630630631
18,8,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,6.813063063063064
18,15,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
10,7,-0.4827699707416232,4,0.0,0.0,1.0,0.0,0.0,1.0,2.2522522522522523
8,12,0.9387953815901798,1,2.0,0.0,1.0,0.0,0.0,1.0,1.9144144144144146
26,11,0.08113906042468783,1,0.0,0.0,1.0,0.0,0.0,1.0,3.006756756756757
18,12,-0.8837243008864907,4,0.0,0.0,1.0,0.0,0.0,1.0,1.4076576576576578
18,9,-0.3048062840997836,4,2.0,1.0,0.0,0.0,0.0,1.0,4.222972972972974
3,11,0.9387953815901798,1,0.0,0.0,1.0,0.0,0.0,1.0,1.1261261261261262
17,7,-0.3476891001580582,1,0.0,0.0,1.0,0.0,0.0,1.0,7.6576576576576585
18,10,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,3.7162162162162167
8,15,2.654108023921164,1,2.0,0.0,1.0,0.0,0.0,1.0,2.927927927927928
18,13,0.660057077211395,4,2.0,0.0,1.0,0.0,0.0,1.0,3.941441441441442
18,5,-1.0981383811778638,4,0.0,0.0,1.0,0.0,1.0,0.0,3.941441441441442
17,9,-0.7765172607408042,1,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
10,5,-0.5621031804494312,1,0.0,0.0,1.0,0.0,1.0,0.0,17.792792792792792
18,10,-0.1332750198666852,4,0.0,0.0,1.0,0.0,0.0,1.0,2.027027027027027
17,8,0.7243813012988068,1,4.0,0.0,1.0,0.0,0.0,1.0,4.673412162162163
18,8,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,4.166666666666667
6,14,0.6171742611531204,1,2.0,0.0,1.0,0.0,0.0,1.0,1.1824324324324327
2,7,-0.4977789563620193,1,0.0,1.0,0.0,0.0,1.0,0.0,23.986486486486488
18,8,-0.1332750198666852,1,0.0,0.0,1.0,0.0,0.0,1.0,6.25
10,15,0.9387953815901798,4,4.0,0.0,1.0,0.0,0.0,1.0,1.5765765765765767
26,11,-0.21904065198323439,1,0.0,0.0,1.0,0.0,0.0,1.0,4.391880630630631
25,10,1.2604165020272393,1,0.0,0.0,1.0,0.0,0.0,1.0,1.1824324324324327
9,9,-0.6478688125659804,4,0.0,0.0,1.0,0.0,0.0,1.0,6.756756756756757
18,10,-0.04512939145890174,0,0.0,1.0,0.0,0.0,0.0,1.0,2.533783783783784
18,5,-0.9909313410321773,1,0.0,0.0,1.0,0.0,0.0,1.0,11.204954954954955
25,12,1.0460024217358663,1,1.0,0.0,1.0,0.0,0.0,1.0,0.8445945945945946
18,16,-0.3048062840997836,4,2.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
18,9,0.2955531407160608,1,0.0,0.0,1.0,0.0,0.0,1.0,4.9324324324324325
17,8,-0.3476891001580582,1,4.0,0.0,1.0,0.0,0.0,1.0,3.3783783783783785
18,7,0.7243813012988068,1,0.0,0.0,1.0,0.0,0.0,1.0,6.6441441441441444
10,16,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
18,10,-0.1332750198666852,4,2.0,0.0,1.0,0.0,0.0,1.0,9.90990990990991
8,12,-0.261923468041509,1,2.0,0.0,1.0,0.0,0.0,1.0,5.968468468468469
10,9,-0.24048206001237168,4,0.0,1.0,0.0,0.0,0.0,1.0,2.7590090090090094
3,9,1.7106860706391227,1,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
10,5,-0.9909313410321773,4,0.0,0.0,1.0,0.0,0.0,1.0,2.8153153153153156
25,11,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,2.0045045045045047
18,4,-0.3476891001580582,4,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,8,0.5099672210074339,1,2.0,0.0,1.0,0.0,0.0,1.0,5.236475225225226
17,16,0.7243813012988068,1,2.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
3,15,0.7243813012988068,1,1.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
10,9,-0.3476891001580582,4,2.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
26,15,1.882217334872221,1,4.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
25,14,0.18834610057037432,1,0.0,0.0,1.0,0.0,0.0,1.0,2.1396396396396398
17,10,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,2.9842342342342345
26,18,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,3.265765765765766
18,8,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,3.3783783783783785
9,9,1.796451702755672,1,0.0,0.0,1.0,0.0,0.0,1.0,3.1531531531531534
18,18,-0.9909313410321773,4,2.0,0.0,1.0,0.0,0.0,1.0,0.9009009009009009
24,9,1.4748305823186123,1,4.0,0.0,1.0,0.0,1.0,0.0,13.288288288288289
10,7,-0.2919414392823012,1,0.0,0.0,1.0,0.0,0.0,1.0,5.79954954954955
10,6,-1.0123727490613146,4,0.0,0.0,1.0,0.0,0.0,1.0,2.5900900900900905
1,6,-0.6478688125659804,1,0.0,1.0,0.0,0.0,1.0,0.0,28.77252252252252
8,9,0.5044138963278872,1,2.0,1.0,0.0,0.0,0.0,1.0,2.927927927927928
8,5,-1.119579789207001,4,0.0,1.0,0.0,0.0,0.0,1.0,8.581081081081082
25,8,-0.4548961403037447,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0135135135135136
10,8,-1.3125524614692368,4,0.0,0.0,1.0,0.0,0.0,1.0,5.855855855855856
25,9,1.153209461881553,1,0.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
28,5,-0.96948993300304,1,0.0,1.0,0.0,0.0,1.0,0.0,22.015765765765764
10,11,1.367623542172926,1,0.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
18,5,-0.7765172607408042,1,0.0,0.0,1.0,0.0,0.0,1.0,9.346846846846848
18,13,0.7243813012988068,4,2.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
18,7,-0.5727595602399125,1,0.0,1.0,0.0,0.0,0.0,1.0,7.646396396396397
25,7,-0.5192203643911566,1,0.0,0.0,1.0,0.0,0.0,1.0,5.5180067567567574
17,6,-0.2833648760706463,4,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
10,4,-1.2482282373818248,1,0.0,0.0,1.0,0.0,0.0,1.0,8.277027027027028
10,11,-0.22405794146205252,4,2.0,0.0,1.0,0.0,0.0,1.0,1.463963963963964
18,9,0.5099672210074339,1,2.0,1.0,0.0,0.0,0.0,1.0,5.968468468468469
18,6,-0.8837243008864907,4,0.0,1.0,0.0,0.0,0.0,1.0,3.7162162162162167
10,14,0.2955531407160608,1,2.0,0.0,1.0,0.0,0.0,1.0,2.8153153153153156
3,13,0.2955531407160608,4,2.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
10,16,-0.3476891001580582,4,2.0,0.0,1.0,0.0,0.0,1.0,1.1599099099099102
18,16,0.40276018086174736,4,2.0,0.0,1.0,0.0,0.0,1.0,0.8445945945945946
17,7,0.18834610057037432,1,0.0,0.0,1.0,0.0,0.0,1.0,7.545045045045046
17,5,-0.3476891001580582,1,0.0,0.0,1.0,0.0,1.0,0.0,15.540540540540542
17,11,1.796451702755672,1,0.0,0.0,1.0,0.0,0.0,1.0,3.7049549549549554
10,13,-0.1332750198666852,4,4.0,0.0,1.0,0.0,0.0,1.0,1.1824324324324327
17,12,0.08113906042468783,1,2.0,0.0,1.0,0.0,0.0,1.0,4.617117117117117
17,14,1.153209461881553,1,2.0,0.0,1.0,0.0,0.0,1.0,2.3085585585585586
10,14,-0.1332750198666852,1,2.0,0.0,1.0,0.0,0.0,1.0,1.801801801801802
8,14,0.8315883414444933,1,2.0,0.0,1.0,0.0,0.0,1.0,5.405405405405406
10,3,-1.3125524614692368,4,0.0,0.0,1.0,0.0,0.0,1.0,5.912162162162162
10,8,-0.1761578359249598,1,0.0,0.0,1.0,0.0,0.0,1.0,4.391880630630631
10,8,-0.24048206001237168,4,0.0,0.0,1.0,0.0,0.0,1.0,3.9977477477477477
10,13,0.6814984852405322,0,2.0,0.0,1.0,0.0,0.0,1.0,1.238738738738739
18,12,-0.5621031804494312,4,0.0,0.0,1.0,0.0,0.0,1.0,1.4752252252252254
23,6,-1.2555611989277897,4,0.0,1.0,0.0,0.0,1.0,0.0,3.7162162162162167
18,6,-1.2406808617555685,4,0.0,1.0,0.0,0.0,0.0,1.0,4.560810810810811
9,8,-0.4548961403037447,4,0.0,0.0,1.0,0.0,0.0,1.0,6.531531531531532
18,16,0.2955531407160608,4,4.0,0.0,1.0,0.0,0.0,1.0,1.5765765765765767
